customer_id,name,email,country,customer_type,registration_date,age,gender,total_purchases,ingestion_timestamp
"512","Customer 512","customer512@example.com","France","VIP","2017-04-21","20","Male","233",2024-09-26 18:39:17.3752310
"518","Customer 518","customer518@example.com","Canada","VIP","2015-08-16","22","Male","366",2024-09-26 18:39:17.3752310
"540","Customer 540","customer540@example.com","Germany","VIP","2020-10-27","29","Male","346",2024-09-26 18:39:17.3752310
"551","Customer 551","customer551@example.com","Japan","VIP","2023-03-17","22","Male","647",2024-09-26 18:39:17.3752310
"565","Customer 565","customer565@example.com","Canada","VIP","2012-10-13","35","Male","258",2024-09-26 18:39:17.3752310
"568","Customer 568","customer568@example.com","UK","VIP","2018-04-04","23","Male","233",2024-09-26 18:39:17.3752310
"570","Customer 570","customer570@example.com","France","VIP","2014-01-07","53","Male","108",2024-09-26 18:39:17.3752310
"573","Customer 573","customer573@example.com","France","VIP","2016-07-27","21","Male","679",2024-09-26 18:39:17.3752310
"588","Customer 588","customer588@example.com","Germany","VIP","2016-06-24","69","Male","560",2024-09-26 18:39:17.3752310
"590","Customer 590","customer590@example.com","China","VIP","2012-10-01","79","Male","615",2024-09-26 18:39:17.3752310
"605","Customer 605","customer605@example.com","UK","VIP","2019-11-09","-1","Male","269",2024-09-26 18:39:17.3752310
"607","Customer 607","customer607@example.com","Brazil","VIP","2014-10-15","76","Male","747",2024-09-26 18:39:17.3752310
"615","Customer 615","customer615@example.com","USA","VIP","2010-07-26","74","Male","203",2024-09-26 18:39:17.3752310
"620","Customer 620","customer620@example.com","France","VIP","2015-04-06","75","Male","577",2024-09-26 18:39:17.3752310
"624","Customer 624","customer624@example.com","Brazil","VIP","2017-07-05","-1","Male","941",2024-09-26 18:39:17.3752310
"639","Customer 639","customer639@example.com","Canada","VIP","2017-07-03","68","Male","850",2024-09-26 18:39:17.3752310
"644","Customer 644","customer644@example.com","UK","VIP","2023-05-18","70","Male","260",2024-09-26 18:39:17.3752310
"656","Customer 656","customer656@example.com","Japan","VIP","2018-06-08","29","Male","877",2024-09-26 18:39:17.3752310
"664","Customer 664","customer664@example.com","China","VIP","2023-04-08","25","Male","510",2024-09-26 18:39:17.3752310
"673","Customer 673","customer673@example.com","France","VIP","2015-12-02","40","Male","408",2024-09-26 18:39:17.3752310
"685","Customer 685","customer685@example.com","Australia","VIP","2013-11-15","41","Male","683",2024-09-26 18:39:17.3752310
"708","Customer 708","customer708@example.com","China","VIP","2011-07-04","29","Male","573",2024-09-26 18:39:17.3752310
"711","Customer 711","customer711@example.com","Brazil","VIP","2018-09-19","43","Male","591",2024-09-26 18:39:17.3752310
"712","Customer 712","customer712@example.com","Brazil","VIP","2013-02-17","28","Male","741",2024-09-26 18:39:17.3752310
"719","Customer 719","customer719@example.com","Australia","VIP","2012-04-04","44","Male","824",2024-09-26 18:39:17.3752310
"730","Customer 730","customer730@example.com","Australia","VIP","2020-08-23","58","Male","509",2024-09-26 18:39:17.3752310
"731","Customer 731","customer731@example.com","UK","VIP","2011-07-03","76","Male","529",2024-09-26 18:39:17.3752310
"755","Customer 755","customer755@example.com","Canada","VIP","2018-02-03","31","Male","998",2024-09-26 18:39:17.3752310
"757","Customer 757","customer757@example.com","France","VIP","2018-08-06","28","Male","799",2024-09-26 18:39:17.3752310
"767","Customer 767","customer767@example.com","China","VIP","2012-02-01","47","Male","204",2024-09-26 18:39:17.3752310
"770","Customer 770","customer770@example.com","Japan","VIP","2020-10-20","21","Male","641",2024-09-26 18:39:17.3752310
"795","Customer 795","customer795@example.com","Japan","VIP","2018-02-07","72","Male","942",2024-09-26 18:39:17.3752310
"797","Customer 797","customer797@example.com","Canada","VIP","2010-06-23","50","Male","687",2024-09-26 18:39:17.3752310
"800","Customer 800",,"Germany","VIP","2022-02-23","68","Male","328",2024-09-26 18:39:17.3752310
"801","Customer 801","customer801@example.com","France","VIP","2012-09-14","72","Male","666",2024-09-26 18:39:17.3752310
"803","Customer 803","customer803@example.com","Germany","VIP","2023-12-10","59","Male","3",2024-09-26 18:39:17.3752310
"814","Customer 814","customer814@example.com","Germany","VIP","2011-05-30","18","Male","144",2024-09-26 18:39:17.3752310
"818","Customer 818","customer818@example.com","France","VIP","2019-01-19","23","Male","576",2024-09-26 18:39:17.3752310
"848","Customer 848","customer848@example.com","Australia","VIP","2020-06-03","32","Male","882",2024-09-26 18:39:17.3752310
"851","Customer 851","customer851@example.com","Brazil","VIP","2019-08-22","78","Male","31",2024-09-26 18:39:17.3752310
"857","Customer 857","customer857@example.com","UK","VIP","2023-11-06","79","Male","697",2024-09-26 18:39:17.3752310
"866","Customer 866","customer866@example.com","India","VIP","2011-08-16","37","Male","458",2024-09-26 18:39:17.3752310
"872","Customer 872","customer872@example.com","France","VIP","2017-12-14","36","Male","985",2024-09-26 18:39:17.3752310
"884","Customer 884","customer884@example.com","USA","VIP","2018-02-18","34","Male","261",2024-09-26 18:39:17.3752310
"901","Customer 901","customer901@example.com","UK","VIP","2021-07-25","39","Male","57",2024-09-26 18:39:17.3752310
"916","Customer 916","customer916@example.com","India","VIP","2014-02-13","75","Male","400",2024-09-26 18:39:17.3752310
"928","Customer 928","customer928@example.com","Japan","VIP","2011-04-10","47","Male","837",2024-09-26 18:39:17.3752310
"931","Customer 931","customer931@example.com","India","VIP","2011-07-19","58","Male","825",2024-09-26 18:39:17.3752310
"956","Customer 956","customer956@example.com","Germany","VIP","2020-04-15","32","Male","59",2024-09-26 18:39:17.3752310
"958","Customer 958","customer958@example.com","Brazil","VIP","2019-07-02","65","Male","761",2024-09-26 18:39:17.3752310
"11","Customer 11","customer11@example.com","UK","Regular","2020-05-17","62","Female","876",2024-09-26 18:39:17.3752310
"19","Customer 19","customer19@example.com","France","Regular","2015-05-02","25","Female","432",2024-09-26 18:39:17.3752310
"32","Customer 32","customer32@example.com","Japan","Regular","2022-08-30","63","Female","167",2024-09-26 18:39:17.3752310
"59","Customer 59","customer59@example.com","Brazil","Regular","2023-08-31","76","Female","253",2024-09-26 18:39:17.3752310
"64","Customer 64","customer64@example.com","Germany","Regular","2023-08-07","-1","Female","691",2024-09-26 18:39:17.3752310
"91","Customer 91",,"USA","Regular","2017-09-24","39","Female","730",2024-09-26 18:39:17.3752310
"93","Customer 93","customer93@example.com","Canada","Regular","2020-03-03","65","Female","48",2024-09-26 18:39:17.3752310
"99","Customer 99","customer99@example.com","China","Regular","2018-10-12","62","Female","477",2024-09-26 18:39:17.3752310
"102","Customer 102","customer102@example.com","UK","Regular","2017-08-28","73","Female","641",2024-09-26 18:39:17.3752310
"104","Customer 104","customer104@example.com","Germany","Regular","2015-09-11","36","Female","726",2024-09-26 18:39:17.3752310
"111","Customer 111",,"UK","Regular","2014-11-14","24","Female","616",2024-09-26 18:39:17.3752310
"125","Customer 125","customer125@example.com","UK","Regular","2015-05-25","79","Female","756",2024-09-26 18:39:17.3752310
"134","Customer 134","customer134@example.com","USA","Regular","2015-11-20","69","Female","943",2024-09-26 18:39:17.3752310
"136","Customer 136","customer136@example.com","UK","Regular","2010-04-22","39","Female","517",2024-09-26 18:39:17.3752310
"138","Customer 138","customer138@example.com","UK","Regular","2017-08-17","29","Female","184",2024-09-26 18:39:17.3752310
"142","Customer 142","customer142@example.com","USA","Regular","2015-11-11","34","Female","716",2024-09-26 18:39:17.3752310
"143","Customer 143","customer143@example.com","Germany","Regular","2014-08-22","32","Female","558",2024-09-26 18:39:17.3752310
"162","Customer 162","customer162@example.com","Germany","Regular","2015-08-30","51","Female","970",2024-09-26 18:39:17.3752310
"164","Customer 164","customer164@example.com","Brazil","Regular","2020-08-21","24","Female","979",2024-09-26 18:39:17.3752310
"167","Customer 167","customer167@example.com","Japan","Regular","2021-04-15","48","Female","846",2024-09-26 18:39:17.3752310
"189","Customer 189","customer189@example.com","Brazil","Regular","2017-11-25","30","Female","491",2024-09-26 18:39:17.3752310
"244","Customer 244","customer244@example.com","UK","Regular","2023-02-04","27","Female","100",2024-09-26 18:39:17.3752310
"252","Customer 252","customer252@example.com","India","Regular","2012-07-08","56","Female","727",2024-09-26 18:39:17.3752310
"259","Customer 259","customer259@example.com","China","Regular","2018-04-27","29","Female","22",2024-09-26 18:39:17.3752310
"271","Customer 271","customer271@example.com","USA","Regular","2017-04-05","28","Female","408",2024-09-26 18:39:17.3752310
"275","Customer 275","customer275@example.com","USA","Regular","2010-09-10","76","Female","846",2024-09-26 18:39:17.3752310
"280","Customer 280","customer280@example.com","Brazil","Regular","2021-09-27","35","Female","955",2024-09-26 18:39:17.3752310
"284","Customer 284","customer284@example.com","Canada","Regular","2015-10-27","76","Female","857",2024-09-26 18:39:17.3752310
"286","Customer 286","customer286@example.com","Brazil","Regular","2012-09-02","25","Female","959",2024-09-26 18:39:17.3752310
"293","Customer 293","customer293@example.com","UK","Regular","2011-07-12","19","Female","445",2024-09-26 18:39:17.3752310
"321","Customer 321","customer321@example.com","Brazil","Regular","2023-10-16","39","Female","801",2024-09-26 18:39:17.3752310
"328","Customer 328","customer328@example.com","USA","Regular","2015-03-29","46","Female","869",2024-09-26 18:39:17.3752310
"334","Customer 334","customer334@example.com","Germany","Regular","2016-11-06","36","Female","856",2024-09-26 18:39:17.3752310
"344","Customer 344","customer344@example.com","Brazil","Regular","2017-03-09","50","Female","300",2024-09-26 18:39:17.3752310
"345","Customer 345","customer345@example.com","Brazil","Regular","2016-03-04","34","Female","206",2024-09-26 18:39:17.3752310
"369","Customer 369","customer369@example.com","Brazil","Regular","2010-08-09","42","Female","115",2024-09-26 18:39:17.3752310
"377","Customer 377","customer377@example.com","Germany","Regular","2022-04-08","71","Female","590",2024-09-26 18:39:17.3752310
"381","Customer 381","customer381@example.com","Germany","Regular","2016-04-15","73","Female","477",2024-09-26 18:39:17.3752310
"392","Customer 392","customer392@example.com","Canada","Regular","2011-10-04","79","Female","998",2024-09-26 18:39:17.3752310
"396","Customer 396","customer396@example.com","France","Regular","2015-09-05","79","Female","925",2024-09-26 18:39:17.3752310
"413","Customer 413","customer413@example.com","Australia","Regular","2018-10-11","23","Female","971",2024-09-26 18:39:17.3752310
"429","Customer 429","customer429@example.com","France","Regular","2013-03-17","24","Female","311",2024-09-26 18:39:17.3752310
"439","Customer 439","customer439@example.com","UK","Regular","2018-01-31","78","Female","770",2024-09-26 18:39:17.3752310
"444","Customer 444","customer444@example.com","Japan","Regular","2016-09-13","47","Female","792",2024-09-26 18:39:17.3752310
"473","Customer 473","customer473@example.com","Australia","Regular","2011-04-08","23","Female","504",2024-09-26 18:39:17.3752310
"475","Customer 475","customer475@example.com","India","Regular","2019-04-11","66","Female","868",2024-09-26 18:39:17.3752310
"491","Customer 491","customer491@example.com","Brazil","Regular","2019-05-23","72","Female","167",2024-09-26 18:39:17.3752310
"492","Customer 492","customer492@example.com","UK","Regular","2016-12-05","67","Female","386",2024-09-26 18:39:17.3752310
"495","Customer 495","customer495@example.com","USA","Regular","2016-09-16","70","Female","647",2024-09-26 18:39:17.3752310
"507","Customer 507","customer507@example.com","USA","Regular","2022-05-14","60","Female","74",2024-09-26 18:39:17.3752310
"515","Customer 515","customer515@example.com","UK","Regular","2011-08-02","32","Female","287",2024-09-26 18:39:17.3752310
"519","Customer 519","customer519@example.com","Canada","Regular","2021-11-01","56","Female","318",2024-09-26 18:39:17.3752310
"530","Customer 530","customer530@example.com","Japan","Regular","2012-07-21","78","Female","285",2024-09-26 18:39:17.3752310
"537","Customer 537","customer537@example.com","Germany","Regular","2011-07-09","40","Female","869",2024-09-26 18:39:17.3752310
"541","Customer 541",,"Japan","Regular","2017-11-05","20","Female","294",2024-09-26 18:39:17.3752310
"550","Customer 550","customer550@example.com","India","Regular","2020-10-19","57","Female","492",2024-09-26 18:39:17.3752310
"556","Customer 556","customer556@example.com","China","Regular","2014-12-23","42","Female","329",2024-09-26 18:39:17.3752310
"559","Customer 559",,"China","Regular","2015-07-12","24","Female","18",2024-09-26 18:39:17.3752310
"574","Customer 574","customer574@example.com","USA","Regular","2013-07-20","76","Female","911",2024-09-26 18:39:17.3752310
"575","Customer 575","customer575@example.com","Canada","Regular","2019-12-27","65","Female","523",2024-09-26 18:39:17.3752310
"581","Customer 581","customer581@example.com","Germany","Regular","2022-01-09","58","Female","636",2024-09-26 18:39:17.3752310
"595","Customer 595","customer595@example.com","Brazil","Regular","2014-07-25","51","Female","942",2024-09-26 18:39:17.3752310
"601","Customer 601","customer601@example.com","UK","Regular","2018-01-08","40","Female","618",2024-09-26 18:39:17.3752310
"608","Customer 608","customer608@example.com","Japan","Regular","2020-12-07","64","Female","952",2024-09-26 18:39:17.3752310
"621","Customer 621","customer621@example.com","Canada","Regular","2019-11-30","32","Female","63",2024-09-26 18:39:17.3752310
"625","Customer 625","customer625@example.com","Japan","Regular","2011-07-06","24","Female","768",2024-09-26 18:39:17.3752310
"627","Customer 627","customer627@example.com","Japan","Regular","2016-05-11","74","Female","237",2024-09-26 18:39:17.3752310
"648","Customer 648","customer648@example.com","USA","Regular","2017-03-13","63","Female","309",2024-09-26 18:39:17.3752310
"662","Customer 662","customer662@example.com","Brazil","Regular","2010-06-20","53","Female","0",2024-09-26 18:39:17.3752310
"669","Customer 669","customer669@example.com","China","Regular","2020-12-11","32","Female","188",2024-09-26 18:39:17.3752310
"674","Customer 674","customer674@example.com","USA","Regular","2023-01-14","28","Female","714",2024-09-26 18:39:17.3752310
"683","Customer 683","customer683@example.com","USA","Regular","2012-05-24","57","Female","861",2024-09-26 18:39:17.3752310
"690","Customer 690","customer690@example.com","Germany","Regular","2020-05-08","77","Female","565",2024-09-26 18:39:17.3752310
"718","Customer 718","customer718@example.com","Brazil","Regular","2022-12-27","40","Female","377",2024-09-26 18:39:17.3752310
"725","Customer 725","customer725@example.com","Germany","Regular","2011-08-15","65","Female","947",2024-09-26 18:39:17.3752310
"775","Customer 775","customer775@example.com","Canada","Regular","2022-11-24","54","Female","724",2024-09-26 18:39:17.3752310
"779","Customer 779","customer779@example.com","USA","Regular","2018-09-24","40","Female","537",2024-09-26 18:39:17.3752310
"791","Customer 791","customer791@example.com","India","Regular","2020-07-24","45","Female","902",2024-09-26 18:39:17.3752310
"805","Customer 805","customer805@example.com","Germany","Regular","2015-01-12","39","Female","179",2024-09-26 18:39:17.3752310
"815","Customer 815","customer815@example.com","India","Regular","2012-12-06","67","Female","892",2024-09-26 18:39:17.3752310
"816","Customer 816","customer816@example.com","Japan","Regular","2020-06-07","62","Female","466",2024-09-26 18:39:17.3752310
"822","Customer 822","customer822@example.com","Australia","Regular","2014-03-01","35","Female","920",2024-09-26 18:39:17.3752310
"827","Customer 827","customer827@example.com","India","Regular","2022-07-16","65","Female","565",2024-09-26 18:39:17.3752310
"842","Customer 842","customer842@example.com","China","Regular","2018-11-13","57","Female","284",2024-09-26 18:39:17.3752310
"847","Customer 847","customer847@example.com","Brazil","Regular","2018-03-11","54","Female","378",2024-09-26 18:39:17.3752310
"849","Customer 849","customer849@example.com","Canada","Regular","2016-01-19","48","Female","64",2024-09-26 18:39:17.3752310
"863","Customer 863","customer863@example.com","France","Regular","2012-03-07","29","Female","114",2024-09-26 18:39:17.3752310
"870","Customer 870","customer870@example.com","Australia","Regular","2011-02-12","48","Female","689",2024-09-26 18:39:17.3752310
"875","Customer 875","customer875@example.com","UK","Regular","2021-02-22","56","Female","952",2024-09-26 18:39:17.3752310
"882","Customer 882","customer882@example.com","France","Regular","2010-10-29","44","Female","44",2024-09-26 18:39:17.3752310
"889","Customer 889","customer889@example.com","India","Regular","2016-02-21","62","Female","235",2024-09-26 18:39:17.3752310
"891","Customer 891","customer891@example.com","Australia","Regular","2013-11-25","73","Female","467",2024-09-26 18:39:17.3752310
"911","Customer 911","customer911@example.com","Australia","Regular","2016-03-04","-1","Female","807",2024-09-26 18:39:17.3752310
"915","Customer 915","customer915@example.com","Germany","Regular","2015-07-07","45","Female","98",2024-09-26 18:39:17.3752310
"934","Customer 934","customer934@example.com","China","Regular","2022-09-29","67","Female","562",2024-09-26 18:39:17.3752310
"940","Customer 940","customer940@example.com","UK","Regular","2015-04-19","52","Female","934",2024-09-26 18:39:17.3752310
"959","Customer 959","customer959@example.com","USA","Regular","2011-12-27","66","Female","130",2024-09-26 18:39:17.3752310
"967","Customer 967","customer967@example.com","Brazil","Regular","2015-11-16","37","Female","276",2024-09-26 18:39:17.3752310
"990","Customer 990","customer990@example.com","Japan","Regular","2020-09-01","62","Female","630",2024-09-26 18:39:17.3752310
"997","Customer 997",,"China","Regular","2021-09-26","53","Female","34",2024-09-26 18:39:17.3752310
"998","Customer 998","customer998@example.com","Brazil","Regular","2022-04-12","52","Female","205",2024-09-26 18:39:17.3752310
"1","Customer 1","customer1@example.com","Australia","Regular","2011-05-15","22","Male","191",2024-09-26 18:39:17.3752310
"8","Customer 8","customer8@example.com","China","Regular","2023-10-02","26","Male","488",2024-09-26 18:39:17.3752310
"22","Customer 22","customer22@example.com","USA","Regular","2013-12-03","55","Male","531",2024-09-26 18:39:17.3752310
"35","Customer 35","customer35@example.com","UK","Regular","2016-01-01","66","Male","234",2024-09-26 18:39:17.3752310
"40","Customer 40","customer40@example.com","France","Regular","2018-12-05","52","Male","982",2024-09-26 18:39:17.3752310
"44","Customer 44","customer44@example.com","Brazil","Regular","2019-12-25","32","Male","58",2024-09-26 18:39:17.3752310
"48","Customer 48","customer48@example.com","Germany","Regular","2018-01-05","55","Male","352",2024-09-26 18:39:17.3752310
"62","Customer 62","customer62@example.com","UK","Regular","2014-07-21","58","Male","319",2024-09-26 18:39:17.3752310
"66","Customer 66","customer66@example.com","India","Regular","2017-01-22","26","Male","163",2024-09-26 18:39:17.3752310
"72","Customer 72","customer72@example.com","France","Regular","2023-07-26","60","Male","292",2024-09-26 18:39:17.3752310
"73","Customer 73","customer73@example.com","USA","Regular","2019-07-07","23","Male","703",2024-09-26 18:39:17.3752310
"75","Customer 75","customer75@example.com","China","Regular","2019-08-27","40","Male","448",2024-09-26 18:39:17.3752310
"81","Customer 81","customer81@example.com","Canada","Regular","2010-01-14","35","Male","721",2024-09-26 18:39:17.3752310
"87","Customer 87","customer87@example.com","India","Regular","2023-02-22","54","Male","855",2024-09-26 18:39:17.3752310
"96","Customer 96","customer96@example.com","Australia","Regular","2010-11-24","26","Male","658",2024-09-26 18:39:17.3752310
"103","Customer 103","customer103@example.com","Japan","Regular","2023-09-25","53","Male","778",2024-09-26 18:39:17.3752310
"106","Customer 106","customer106@example.com","India","Regular","2021-03-22","47","Male","678",2024-09-26 18:39:17.3752310
"117","Customer 117","customer117@example.com","France","Regular","2021-10-24","60","Male","72",2024-09-26 18:39:17.3752310
"140","Customer 140","customer140@example.com","India","Regular","2015-02-16","78","Male","671",2024-09-26 18:39:17.3752310
"155","Customer 155","customer155@example.com","Japan","Regular","2012-09-29","65","Male","561",2024-09-26 18:39:17.3752310
"174","Customer 174","customer174@example.com","Brazil","Regular","2012-01-02","36","Male","666",2024-09-26 18:39:17.3752310
"176","Customer 176","customer176@example.com","Australia","Regular","2021-02-16","72","Male","728",2024-09-26 18:39:17.3752310
"177","Customer 177","customer177@example.com","China","Regular","2021-12-12","51","Male","807",2024-09-26 18:39:17.3752310
"182","Customer 182","customer182@example.com","UK","Regular","2013-04-14","60","Male","839",2024-09-26 18:39:17.3752310
"191","Customer 191","customer191@example.com","Canada","Regular","2023-04-26","69","Male","184",2024-09-26 18:39:17.3752310
"213","Customer 213","customer213@example.com","India","Regular","2016-12-03","29","Male","416",2024-09-26 18:39:17.3752310
"235","Customer 235","customer235@example.com","Australia","Regular","2021-09-03","57","Male","233",2024-09-26 18:39:17.3752310
"247","Customer 247","customer247@example.com","China","Regular","2017-01-31","57","Male","265",2024-09-26 18:39:17.3752310
"250","Customer 250","customer250@example.com","UK","Regular","2015-10-27","67","Male","897",2024-09-26 18:39:17.3752310
"256","Customer 256","customer256@example.com","Germany","Regular","2018-05-22","72","Male","494",2024-09-26 18:39:17.3752310
"258","Customer 258","customer258@example.com","China","Regular","2014-09-08","50","Male","719",2024-09-26 18:39:17.3752310
"265","Customer 265","customer265@example.com","Canada","Regular","2014-06-09","76","Male","87",2024-09-26 18:39:17.3752310
"274","Customer 274","customer274@example.com","Japan","Regular","2010-12-19","73","Male","198",2024-09-26 18:39:17.3752310
"278","Customer 278",,"Germany","Regular","2020-03-09","22","Male","85",2024-09-26 18:39:17.3752310
"299","Customer 299","customer299@example.com","Australia","Regular","2023-05-05","70","Male","464",2024-09-26 18:39:17.3752310
"300","Customer 300",,"Japan","Regular","2016-10-15","53","Male","798",2024-09-26 18:39:17.3752310
"312","Customer 312","customer312@example.com","Germany","Regular","2018-01-30","67","Male","996",2024-09-26 18:39:17.3752310
"313","Customer 313","customer313@example.com","Unknown","Regular","2017-08-20","63","Male","855",2024-09-26 18:39:17.3752310
"319","Customer 319","customer319@example.com","Brazil","Regular","2020-01-08","60","Male","228",2024-09-26 18:39:17.3752310
"324","Customer 324","customer324@example.com","Germany","Regular","2015-07-28","59","Male","846",2024-09-26 18:39:17.3752310
"327","Customer 327","customer327@example.com","Japan","Regular","2015-05-03","47","Male","125",2024-09-26 18:39:17.3752310
"348","Customer 348","customer348@example.com","India","Regular","2017-10-04","78","Male","269",2024-09-26 18:39:17.3752310
"361","Customer 361","customer361@example.com","Australia","Regular","2017-05-26","53","Male","661",2024-09-26 18:39:17.3752310
"362","Customer 362","customer362@example.com","Unknown","Regular","2016-01-11","74","Male","777",2024-09-26 18:39:17.3752310
"363","Customer 363","customer363@example.com","France","Regular","2015-12-02","35","Male","520",2024-09-26 18:39:17.3752310
"391","Customer 391","customer391@example.com","Canada","Regular","2010-08-29","33","Male","255",2024-09-26 18:39:17.3752310
"400","Customer 400","customer400@example.com","Australia","Regular","2018-12-08","74","Male","164",2024-09-26 18:39:17.3752310
"434","Customer 434","customer434@example.com","Brazil","Regular","2018-07-09","64","Male","484",2024-09-26 18:39:17.3752310
"436","Customer 436","customer436@example.com","India","Regular","2021-06-26","40","Male","852",2024-09-26 18:39:17.3752310
"445","Customer 445","customer445@example.com","Brazil","Regular","2016-06-11","37","Male","195",2024-09-26 18:39:17.3752310
"451","Customer 451","customer451@example.com","France","Regular","2010-12-01","35","Male","818",2024-09-26 18:39:17.3752310
"457","Customer 457","customer457@example.com","Japan","Regular","2011-04-04","26","Male","554",2024-09-26 18:39:17.3752310
"464","Customer 464","customer464@example.com","Unknown","Regular","2018-02-19","28","Male","32",2024-09-26 18:39:17.3752310
"483","Customer 483","customer483@example.com","UK","Regular","2022-11-27","32","Male","678",2024-09-26 18:39:17.3752310
"485","Customer 485","customer485@example.com","Unknown","Regular","2022-11-17","53","Male","212",2024-09-26 18:39:17.3752310
"503","Customer 503","customer503@example.com","Unknown","Regular","2010-12-24","48","Male","640",2024-09-26 18:39:17.3752310
"511","Customer 511","customer511@example.com","Brazil","Regular","2015-03-09","39","Male","775",2024-09-26 18:39:17.3752310
"516","Customer 516","customer516@example.com","Australia","Regular","2013-05-13","66","Male","290",2024-09-26 18:39:17.3752310
"544","Customer 544","customer544@example.com","India","Regular","2020-06-26","68","Male","547",2024-09-26 18:39:17.3752310
"546","Customer 546","customer546@example.com","China","Regular","2011-07-23","33","Male","849",2024-09-26 18:39:17.3752310
"549","Customer 549","customer549@example.com","Australia","Regular","2013-07-07","63","Male","80",2024-09-26 18:39:17.3752310
"560","Customer 560","customer560@example.com","USA","Regular","2015-04-02","42","Male","434",2024-09-26 18:39:17.3752310
"562","Customer 562","customer562@example.com","Canada","Regular","2018-03-26","60","Male","194",2024-09-26 18:39:17.3752310
"567","Customer 567","customer567@example.com","Germany","Regular","2020-08-15","55","Male","501",2024-09-26 18:39:17.3752310
"583","Customer 583","customer583@example.com","Australia","Regular","2010-10-17","36","Male","997",2024-09-26 18:39:17.3752310
"611","Customer 611",,"Germany","Regular","2018-09-22","45","Male","625",2024-09-26 18:39:17.3752310
"616","Customer 616","customer616@example.com","Brazil","Regular","2013-10-14","76","Male","853",2024-09-26 18:39:17.3752310
"640","Customer 640","customer640@example.com","USA","Regular","2011-09-03","25","Male","871",2024-09-26 18:39:17.3752310
"643","Customer 643","customer643@example.com","Germany","Regular","2013-04-20","40","Male","112",2024-09-26 18:39:17.3752310
"646","Customer 646","customer646@example.com","USA","Regular","2022-11-22","39","Male","358",2024-09-26 18:39:17.3752310
"655","Customer 655","customer655@example.com","Australia","Regular","2020-09-24","25","Male","849",2024-09-26 18:39:17.3752310
"658","Customer 658","customer658@example.com","UK","Regular","2019-07-03","72","Male","937",2024-09-26 18:39:17.3752310
"659","Customer 659","customer659@example.com","Australia","Regular","2022-01-24","64","Male","727",2024-09-26 18:39:17.3752310
"663","Customer 663","customer663@example.com","Germany","Regular","2014-10-04","24","Male","531",2024-09-26 18:39:17.3752310
"670","Customer 670",,"Germany","Regular","2010-10-29","22","Male","124",2024-09-26 18:39:17.3752310
"689","Customer 689","customer689@example.com","Brazil","Regular","2020-11-03","68","Male","607",2024-09-26 18:39:17.3752310
"694","Customer 694","customer694@example.com","Germany","Regular","2016-08-20","31","Male","326",2024-09-26 18:39:17.3752310
"697","Customer 697","customer697@example.com","Brazil","Regular","2022-10-21","29","Male","394",2024-09-26 18:39:17.3752310
"709","Customer 709","customer709@example.com","Japan","Regular","2017-02-10","42","Male","174",2024-09-26 18:39:17.3752310
"723","Customer 723","customer723@example.com","Australia","Regular","2013-09-11","67","Male","178",2024-09-26 18:39:17.3752310
"734","Customer 734","customer734@example.com","Germany","Regular","2017-04-29","50","Male","942",2024-09-26 18:39:17.3752310
"739","Customer 739","customer739@example.com","Australia","Regular","2023-03-08","26","Male","411",2024-09-26 18:39:17.3752310
"740","Customer 740","customer740@example.com","Germany","Regular","2010-12-29","46","Male","396",2024-09-26 18:39:17.3752310
"769","Customer 769","customer769@example.com","China","Regular","2012-10-11","34","Male","100",2024-09-26 18:39:17.3752310
"771","Customer 771","customer771@example.com","India","Regular","2023-12-24","62","Male","657",2024-09-26 18:39:17.3752310
"773","Customer 773","customer773@example.com","Germany","Regular","2012-10-09","47","Male","728",2024-09-26 18:39:17.3752310
"781","Customer 781","customer781@example.com","Brazil","Regular","2015-11-06","65","Male","211",2024-09-26 18:39:17.3752310
"804","Customer 804","customer804@example.com","UK","Regular","2018-05-13","70","Male","479",2024-09-26 18:39:17.3752310
"807","Customer 807","customer807@example.com","India","Regular","2016-10-29","77","Male","425",2024-09-26 18:39:17.3752310
"819","Customer 819","customer819@example.com","France","Regular","2018-05-02","40","Male","506",2024-09-26 18:39:17.3752310
"825","Customer 825","customer825@example.com","India","Regular","2020-07-05","29","Male","268",2024-09-26 18:39:17.3752310
"829","Customer 829","customer829@example.com","Brazil","Regular","2017-11-25","48","Male","889",2024-09-26 18:39:17.3752310
"838","Customer 838","customer838@example.com","USA","Regular","2021-05-24","71","Male","599",2024-09-26 18:39:17.3752310
"841","Customer 841","customer841@example.com","UK","Regular","2017-02-16","22","Male","866",2024-09-26 18:39:17.3752310
"856","Customer 856","customer856@example.com","India","Regular","2018-04-04","66","Male","186",2024-09-26 18:39:17.3752310
"858","Customer 858","customer858@example.com","India","Regular","2017-03-08","50","Male","301",2024-09-26 18:39:17.3752310
"881","Customer 881","customer881@example.com","Brazil","Regular","2014-12-10","53","Male","803",2024-09-26 18:39:17.3752310
"893","Customer 893","customer893@example.com","UK","Regular","2023-01-22","57","Male","637",2024-09-26 18:39:17.3752310
"895","Customer 895","customer895@example.com","Canada","Regular","2021-10-22","24","Male","153",2024-09-26 18:39:17.3752310
"903","Customer 903","customer903@example.com","Germany","Regular","2015-01-28","79","Male","369",2024-09-26 18:39:17.3752310
"922","Customer 922",,"India","Regular","2010-06-22","34","Male","524",2024-09-26 18:39:17.3752310
